log_message,target_label,complexity,message_length
Queue processing failed: invalid CVV,workflow_error,bert,36
Anomalous network traffic detected: investigating pattern,unclassified,llm,57
Memory usage: 45% of heap (6.2GB/16GB),system_notification,llm,38
"API endpoint /metrics is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,68
Credit card authorization declined: card expired,workflow_error,bert,48
"API endpoint /metrics is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,bert,68
File upload completed: backup.zip (100MB) by user temp.user,user_action,llm,59
Load balancer health check passed - 20 nodes healthy,system_notification,llm,52
Configuration file quarterly.xlsx reloaded successfully,system_notification,llm,55
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,llm,66
File upload failed: config.yaml exceeds 100MB limit,workflow_error,bert,51
Document shared: data.csv shared with finance-team@company.com,user_action,bert,62
Memory usage: 75% of heap (4.2GB/8GB),system_notification,llm,37
Account locked: 50 failed login attempts for admin,user_action,bert,50
Account locked: 2500 was unsuccessful login attempts for temp.user,user_action,llm,66
User admin created new project 'HR-Dashboard',user_action,bert,45
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,regex,69
"Cache cleared: 2500 entries removed, 250MB freed",system_notification,bert,48
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,bert,66
File upload unsuccessful: backup.zip exceeds 1024MB limit,workflow_error,regex,57
Legacy authentication module will be sunset in Q4 2024,deprecation_warning,llm,54
User session expired after 45 minutes for user temp.user,user_action,regex,56
"Cache cleared: 100 entries removed, 1024MB freed",system_notification,bert,48
User john.doe logged in from IP 203.0.113.55,user_action,regex,44
"SSL protocol TLSv1.2 is obsolete, upgrade to TLSv1.3 by Dec 2024",deprecation_warning,llm,64
Configuration option 'debug=true' will be removed in version 3.0,deprecation_warning,llm,64
Email delivery failed: invalid recipient address client@invalid-domain,workflow_error,regex,70
"Method calculateVAT() deprecated since 2.0, use VATService alternatively",deprecation_warning,llm,72
API endpoint /metrics responding normally (200ms),system_notification,regex,49
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,bert,69
Load balancer health check passed - 2500 nodes healthy,system_notification,llm,54
Memory usage: 60% of heap (7.1GB/8GB),system_notification,llm,37
Load balancer health check passed - 1500 nodes healthy,system_notification,bert,54
File upload was unsuccessful: report.pdf exceeds 45MB limit,workflow_error,llm,59
Document shared: quarterly.xlsx shared with team-leads@company.com,user_action,bert,66
User preferences updated: email-only,user_action,regex,36
Memory usage: 75% of heap (7.1GB/8GB),system_notification,regex,37
Configuration file report.pdf reloaded completed successfullyly,system_notification,llm,63
"Method calculateVAT() deprecated since 2.0, use VATService instead",deprecation_warning,llm,66
User session expired after 5 minutes for user manager.ops,user_action,bert,57
Db connection pool initialized with 10 connections,system_notification,bert,50
"Cache cleared: 1500 entries removed, 100MB freed",system_notification,bert,48
Account locked: 1250 failed login attempts for manager.ops,user_action,bert,58
"Method calculateVAT() obsolete since 3.0, use TaxCalculationService instead",deprecation_warning,llm,75
"Cache cleared: 5 entries removed, 1024MB freed",system_notification,bert,46
Database conn timeout after 15 seconds,workflow_error,bert,38
"Report format XML will be discontinued, migrate to Parquet by Jan 2025",deprecation_warning,bert,70
Document shared: config.yaml shared with team-leads@company.com,user_action,regex,63
File upload completed: quarterly.xlsx (45MB) by client john.doe,user_action,regex,63
File upload completed: quarterly.xlsx (512MB) by user temp.user,user_action,regex,63
Client temp.client logged in from IP 203.0.113.55,user_action,regex,49
"API endpoint /v1/clients is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,regex,70
"Method calculateVAT() obsolete since 3.0, use TaxCalculationService instead",deprecation_warning,llm,75
Memory usage: 60% of heap (7.1GB/8GB),system_notification,llm,37
Payment processing failed: insufficient funds for order #12345,workflow_error,llm,62
Config option 'debug=true' will be removed in version 4.0,deprecation_warning,bert,57
File upload completed: config.yaml (45MB) by user john.doe,user_action,bert,58
"Cache cleared: 100 entries removed, 1024MB freed",system_notification,bert,48
File upload completed: report.pdf (1024MB) by user temp.user,user_action,bert,60
File upload completed: config.yaml (45MB) by user john.doe,user_action,bert,58
File upload was unsuccessful: quarterly.xlsx exceeds 512MB limit,workflow_error,llm,64
Payment processing failed: insufficient funds for order #54321,workflow_error,llm,62
"Method calculateVAT() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,regex,77
API rate limit exceeded for client beta-ltd (5 requests/minute),workflow_error,llm,63
User alice.smith created new project 'HR-Dashboard',user_action,bert,51
ETL pipeline completed: 2500 records processed in {minutes} minutes,system_notification,bert,67
Password changed successfully for user ID 12847,user_action,regex,47
File upload completed: quarterly.xlsx (250MB) by user temp.user,user_action,bert,63
Legacy authentication module will be sunset in Q2 2024,deprecation_warning,llm,54
Database connection pool initialized with 1250 connections,system_notification,bert,58
Profile updated: user 78934 changed email to test@unknown.com,user_action,llm,61
File upload failed: backup.zip exceeds 45MB limit,workflow_error,bert,49
Account locked: 1500 failed login attempts for admin,user_action,llm,52
Legacy authentication module will be sunset in Q3 2025,deprecation_warning,llm,54
Memory usage: 45% of heap (7.1GB/8GB),system_notification,regex,37
Service ready,unclassified,llm,13
Two-factor authentication enabled for user temp.user,user_action,llm,52
Memory usage: 60% of heap (7.1GB/16GB),system_notification,bert,38
API rate limit exceeded for client beta-ltd (1250 requests/minute),workflow_error,llm,66
Account locked: 100 failed login attempts for temp.client,user_action,regex,57
Password changed completed for user ID 78934,user_action,regex,44
Account locked: 10 failed login attempts for alice.smith,user_action,bert,56
User session expired after 45 minutes for user temp.user,user_action,regex,56
"API endpoint /v1/users is obsolete, migrate to /v3/auth by Jan 2025",deprecation_warning,llm,67
File upload completed: backup.zip (100MB) by user manager.ops,user_action,regex,61
API rate limit exceeded for client alpha-inc (50 requests/minute),workflow_error,llm,65
"Report format XML will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,bert,67
Document validation unsuccessful: missing required field customer_id,workflow_error,regex,68
Legacy authentication module will be sunset in Q2 2025,deprecation_warning,bert,54
Client session expired after {minutes} minutes for client john.doe,user_action,regex,66
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,bert,69
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,llm,71
User manager.ops created new project 'Q1-Financials',user_action,bert,52
Legacy authentication module will be sunset in Q2 2025,deprecation_warning,bert,54
Password changed completed successfullyly for user ID 12847,user_action,llm,59
API endpoint /v1/users responding normally (120ms),system_notification,llm,50
ETL pipeline completed: 20 records processed in {minutes} minutes,system_notification,llm,65
Document validation was unsuccessful: missing required field address,workflow_error,llm,68
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,llm,69
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,70
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,llm,70
Legacy authentication module will be sunset in Q2 2025,deprecation_warning,bert,54
"Support ending for Internet Explorer by Q2 2025, update requirements",deprecation_warning,bert,68
File upload completed: quarterly.xlsx (45MB) by user manager.ops,user_action,llm,64
"Cache cleared: 50 entries removed, 45MB freed",system_notification,llm,45
Document shared: config.yaml shared with finance-team@company.com,user_action,bert,65
Account locked: 20 failed login attempts for alice.smith,user_action,llm,56
File upload completed: quarterly.xlsx (45MB) by user admin,user_action,bert,58
File upload completed: report.pdf (100MB) by user admin,user_action,llm,55
"Method calculateVAT() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,llm,77
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,llm,65
User admin created new project 'Q4-Analytics',user_action,regex,45
Application started successfully on port 443,system_notification,llm,44
File upload was unsuccessful: data.csv exceeds 250MB limit,workflow_error,llm,58
Memory usage: 95% of heap (4.2GB/8GB),system_notification,llm,37
"Support ending for Internet Explorer by Q2 2025, update requirements",deprecation_warning,llm,68
API rate limit exceeded for client beta-ltd (50 requests/minute),workflow_error,regex,64
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,71
API rate limit exceeded: 1000 requests per minute,system_notification,bert,49
API rate limit exceeded for client xyz-corp (20 requests/minute),workflow_error,bert,64
"Cache cleared: 5 entries removed, 250MB freed",system_notification,bert,45
Configuration option 'legacy_mode=true' will be removed in version 3.0,deprecation_warning,llm,70
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,regex,65
Queue processing failed: invalid CVV,workflow_error,llm,36
Email delivery unsuccessful: invalid recipient address test@unknown.com,workflow_error,regex,71
File upload completed: quarterly.xlsx (512MB) by user admin,user_action,bert,59
File upload completed: data.csv (250MB) by client manager.ops,user_action,regex,61
File upload completed: quarterly.xlsx (45MB) by client alice.smith,user_action,regex,66
"Cache cleared: 100 entries removed, 512MB freed",system_notification,bert,47
User session expired after 45 minutes for user temp.user,user_action,bert,56
File upload completed: backup.zip (100MB) by user john.doe,user_action,bert,58
Two-factor authentication enabled for user john.doe,user_action,llm,51
"Cache cleared: 1250 entries removed, 250MB freed",system_notification,bert,48
File upload completed: report.pdf (250MB) by client manager.ops,user_action,regex,63
ETL pipeline completed: 100 records processed in {minutes} minutes,system_notification,llm,66
File upload completed: report.pdf (45MB) by user temp.user,user_action,regex,58
Legacy auth module will be sunset in Q1 2024,deprecation_warning,bert,44
File upload failed: backup.zip exceeds 512MB limit,workflow_error,regex,50
User alice.smith logged in from IP 192.168.1.100,user_action,regex,48
Profile updated: user 12847 changed email to test@unknown.com,user_action,bert,61
File upload failed: data.csv exceeds 45MB limit,workflow_error,bert,47
API endpoint /metrics responding normally (250ms),system_notification,regex,49
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,bert,69
"Db driver mysql-connector-5.x is deprecated, upgrade to 4.0",deprecation_warning,bert,59
Database connection pool initialized with 1250 connections,system_notification,bert,58
File upload completed: quarterly.xlsx (512MB) by user alice.smith,user_action,bert,65
User session expired after 15 minutes for user alice.smith,user_action,bert,58
API rate limit exceeded for client alpha-inc (10 requests/minute),workflow_error,regex,65
Two-factor authentication enabled for user manager.ops,user_action,llm,54
"Method calculateVAT() deprecated since 3.0, use VATService alternatively",deprecation_warning,llm,72
File upload completed: backup.zip (1024MB) by user manager.ops,user_action,bert,62
File upload completed: data.csv (512MB) by client temp.client,user_action,regex,61
File upload completed: quarterly.xlsx (45MB) by client john.doe,user_action,regex,63
Credit card authorization declined: limit exceeded,workflow_error,llm,50
API rate limit exceeded for client xyz-corp (2500 requests/minute),workflow_error,llm,66
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,71
Configuration option 'debug=true' will be removed in version 4.0,deprecation_warning,llm,64
User manager.ops logged in from IP 203.0.113.55,user_action,bert,47
Document shared: config.yaml shared with team-leads@company.com,user_action,llm,63
User session expired after {minutes} minutes for user manager.ops,user_action,regex,65
App started successfully on port 3000,system_notification,bert,37
File upload completed: report.pdf (250MB) by user john.doe,user_action,bert,58
API endpoint /auth/login responding normally (200ms),system_notification,bert,52
Document validation failed: missing required field customer_id,workflow_error,llm,62
File upload completed: report.pdf (250MB) by user temp.user,user_action,llm,59
User manager.ops logged in from IP 203.0.113.55,user_action,bert,47
File upload completed: data.csv (45MB) by user temp.user,user_action,bert,56
File upload failed: backup.zip exceeds 1024MB limit,workflow_error,bert,51
Document validation failed: missing required field customer_id,workflow_error,bert,62
Document shared: backup.zip shared with finance-team@company.com,user_action,bert,64
Account locked: 1500 was unsuccessful login attempts for admin,user_action,llm,62
ETL pipeline completed: 50 records processed in {minutes} minutes,system_notification,bert,65
"Report format XML will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,bert,67
File upload unsuccessful: quarterly.xlsx exceeds 1024MB limit,workflow_error,regex,61
"Method calculateVAT() deprecated since 4.0, use VATService alternatively",deprecation_warning,llm,72
API endpoint /v2/orders responding normally (250ms),system_notification,regex,51
"Cache cleared: 100 entries removed, 250MB freed",system_notification,bert,47
File upload completed: quarterly.xlsx (45MB) by user alice.smith,user_action,regex,64
File upload completed: data.csv (45MB) by user john.doe,user_action,regex,55
User temp.user created new project 'Q1-Financials',user_action,llm,50
Legacy authentication module will be sunset in Q1 2025,deprecation_warning,llm,54
Memory usage: 45% of heap (6.2GB/16GB),system_notification,bert,38
ETL pipeline completed: 5 records processed in {minutes} minutes,system_notification,llm,64
API endpoint /v2/orders responding normally (120ms),system_notification,bert,51
File upload failed: data.csv exceeds 250MB limit,workflow_error,llm,48
ETL pipeline completed: 100 records processed in 45 minutes,system_notification,bert,59
Account locked: 20 was unsuccessful login attempts for john.doe,user_action,llm,63
Database conn timeout after 15 seconds,workflow_error,bert,38
Account locked: 1500 failed login attempts for manager.ops,user_action,bert,58
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,llm,66
"Cache cleared: 5 entries removed, 1024MB freed",system_notification,llm,46
File upload completed: report.pdf (45MB) by user temp.user,user_action,regex,58
Profile updated: user 67890 changed email to user@invalid-domain,user_action,llm,64
Configuration option 'debug=true' will be removed in version 2.0,deprecation_warning,bert,64
Memory usage: 82% of heap (7.1GB/16GB),system_notification,bert,38
Legacy authentication module will be sunset in Q1 2024,deprecation_warning,regex,54
User alice.smith created new project 'Q4-Analytics',user_action,bert,51
File upload completed: data.csv (250MB) by user temp.user,user_action,bert,57
Email delivery failed: invalid recipient address user@invalid-domain,workflow_error,bert,68
Memory usage: 75% of heap (7.1GB/8GB),system_notification,llm,37
User manager.ops created new project 'HR-Dashboard',user_action,regex,51
API rate limit exceeded for client xyz-corp (1500 requests/minute),workflow_error,bert,66
User session expired after 60 minutes for user admin,user_action,regex,52
Password changed completed successfullyly for user ID 67890,user_action,llm,59
Client session expired after 60 minutes for client manager.ops,user_action,regex,62
"Function calculateVAT() deprecated since 2.0, use VATService instead",deprecation_warning,llm,68
Two-factor authentication enabled for user john.doe,user_action,regex,51
"Report format XML will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,llm,66
API endpoint /v2/orders responding normally (250ms),system_notification,bert,51
File upload completed: report.pdf (512MB) by client john.doe,user_action,regex,60
Account locked: 1250 failed login attempts for admin,user_action,regex,52
Configuration option 'debug=true' will be removed in version 4.0,deprecation_warning,bert,64
File upload completed: backup.zip (512MB) by user john.doe,user_action,bert,58
Account locked: 50 failed login attempts for manager.ops,user_action,bert,56
Db connection pool initialized with 5 connections,system_notification,bert,49
File upload completed: quarterly.xlsx (250MB) by user admin,user_action,regex,59
ETL pipeline completed: 1250 records processed in 45 minutes,system_notification,regex,60
"SSL protocol TLSv1.1 is obsolete, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,llm,64
File upload completed: quarterly.xlsx (100MB) by user admin,user_action,bert,59
User manager.ops logged in from IP 10.0.0.45,user_action,llm,44
"Method calculateVAT() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,regex,77
Account locked: 2500 failed login attempts for manager.ops,user_action,bert,58
Queue processing failed: limit exceeded,workflow_error,bert,39
Account locked: 1500 was unsuccessful login attempts for admin,user_action,llm,62
"Function calculateVAT() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,llm,79
Maintenance window scheduled,unclassified,llm,28
Account locked: 100 failed login attempts for manager.ops,user_action,bert,57
Configuration file data.csv reloaded completed successfullyly,system_notification,llm,61
Password changed successfully for user ID 67890,user_action,llm,47
"Cache cleared: 10 entries removed, 250MB freed",system_notification,bert,46
ETL pipeline completed: 10 records processed in {minutes} minutes,system_notification,bert,65
Account locked: 2500 failed login attempts for temp.user,user_action,regex,56
ETL pipeline completed: 5 records processed in 45 minutes,system_notification,bert,57
File upload was unsuccessful: backup.zip exceeds 512MB limit,workflow_error,llm,60
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,bert,68
"API endpoint /auth/login is deprecated, migrate to /v2/clients by Jan 2025",deprecation_warning,regex,74
"Report format CSV will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,regex,67
API rate limit exceeded for client xyz-corp (50 requests/minute),workflow_error,bert,64
Account locked: 10 failed login attempts for temp.user,user_action,llm,54
Account locked: 20 failed login attempts for temp.user,user_action,bert,54
Client manager.ops created new project 'HR-Dashboard',user_action,regex,53
File upload completed: data.csv (512MB) by user manager.ops,user_action,bert,59
Password changed completed successfullyly for user ID 12847,user_action,llm,59
API endpoint /v2/orders responding normally (145ms),system_notification,regex,51
API rate limit exceeded for client xyz-corp (20 requests/minute),workflow_error,bert,64
Operation finished,unclassified,llm,18
User admin logged in from IP 10.0.0.45,user_action,llm,38
"Database driver postgres-9.x is obsolete, upgrade to 2.0",deprecation_warning,llm,56
Document shared: quarterly.xlsx shared with team-leads@company.com,user_action,regex,66
Client john.doe created new project 'Q1-Financials',user_action,regex,51
File upload unsuccessful: backup.zip exceeds 100MB limit,workflow_error,regex,56
File upload completed: config.yaml (512MB) by user alice.smith,user_action,llm,62
File upload completed: backup.zip (100MB) by user temp.user,user_action,regex,59
File upload failed: backup.zip exceeds 45MB limit,workflow_error,llm,49
User manager.ops logged in from IP 192.168.1.100,user_action,bert,48
Load balancer health check passed - 2500 nodes healthy,system_notification,regex,54
API rate limit exceeded for client xyz-corp (100 requests/minute),workflow_error,bert,65
Queue processing failed: card expired,workflow_error,bert,37
Profile picture updated: 2.1MB JPEG uploaded,user_action,regex,44
"Method calculateVAT() deprecated since 3.0, use VATService instead",deprecation_warning,bert,66
Application started successfully on port 443,system_notification,bert,44
User john.doe logged in from IP 203.0.113.55,user_action,bert,44
File upload completed: data.csv (1024MB) by user john.doe,user_action,llm,57
Document validation unsuccessful: missing required field email,workflow_error,regex,62
API rate limit exceeded for client alpha-inc (1500 requests/minute),workflow_error,llm,67
Password changed successfully for client ID 67890,user_action,regex,49
File upload completed: report.pdf (250MB) by user temp.user,user_action,llm,59
Profile updated: user 12345 changed email to user@invalid-domain,user_action,bert,64
Memory usage: 82% of heap (6.2GB/16GB),system_notification,regex,38
Document shared: backup.zip shared with finance-team@company.com,user_action,bert,64
File upload completed: backup.zip (45MB) by user admin,user_action,bert,54
Profile updated: user 78934 changed email to test@unknown.com,user_action,llm,61
API rate limit exceeded for client beta-ltd (20 requests/minute),workflow_error,llm,64
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,llm,66
File upload failed: backup.zip exceeds 100MB limit,workflow_error,bert,50
"Cache cleared: 20 entries removed, 1024MB freed",system_notification,bert,47
File upload failed: quarterly.xlsx exceeds 45MB limit,workflow_error,llm,53
"Report format CSV will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,llm,67
Account locked: 20 failed login attempts for manager.ops,user_action,bert,56
User session expired after {minutes} minutes for user manager.ops,user_action,bert,65
Old file storage API deprecated: migrate to new template engine,deprecation_warning,regex,63
File upload completed: data.csv (1024MB) by user john.doe,user_action,bert,57
Document shared: backup.zip shared with finance-team@company.com,user_action,bert,64
"Database driver postgres-9.x is deprecated, upgrade to 4.0",deprecation_warning,llm,58
API endpoint /v1/users responding normally (200ms),system_notification,bert,50
Account locked: 50 failed login attempts for alice.smith,user_action,regex,56
Client session expired after 15 minutes for client john.doe,user_action,regex,59
User manager.ops logged in from IP 192.168.1.100,user_action,regex,48
Account locked: 1500 failed login attempts for manager.ops,user_action,llm,58
"Database driver postgres-9.x is obsolete, upgrade to 2.0",deprecation_warning,llm,56
Account locked: 50 unsuccessful login attempts for manager.ops,user_action,regex,62
Configuration file report.pdf reloaded completed successfullyly,system_notification,llm,63
User session expired after 60 minutes for user alice.smith,user_action,regex,58
File upload completed: data.csv (45MB) by user temp.user,user_action,bert,56
ETL pipeline completed: 1250 records processed in {minutes} minutes,system_notification,bert,67
User temp.user logged in from IP {ip},user_action,bert,37
User john.doe created new project 'Q1-Financials',user_action,llm,49
User session expired after 15 minutes for user alice.smith,user_action,bert,58
Payment processing was unsuccessful: insufficient funds for order #12345,workflow_error,llm,72
Document shared: data.csv shared with team-leads@company.com,user_action,bert,60
File upload completed: report.pdf (250MB) by user alice.smith,user_action,bert,61
Account locked: 100 unsuccessful login attempts for manager.ops,user_action,regex,63
User admin logged in from IP 10.0.0.45,user_action,llm,38
User session expired after 45 minutes for user john.doe,user_action,regex,55
API endpoint /auth/login responding normally (145ms),system_notification,llm,52
Memory usage: 60% of heap (7.1GB/8GB),system_notification,llm,37
Account locked: 1500 failed login attempts for temp.client,user_action,regex,58
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,llm,69
User alice.smith created new project 'Q4-Analytics',user_action,llm,51
Memory usage: 60% of heap (4.2GB/16GB),system_notification,bert,38
Account locked: 100 failed login attempts for manager.ops,user_action,regex,57
Database connection pool initialized with 2500 connections,system_notification,bert,58
Client session expired after {minutes} minutes for client alice.smith,user_action,regex,69
"Cache cleared: 100 entries removed, 250MB freed",system_notification,bert,47
File upload completed: backup.zip (100MB) by user manager.ops,user_action,regex,61
Database conn pool initialized with 20 conns,system_notification,bert,44
"Cache cleared: 5 entries removed, 512MB freed",system_notification,llm,45
Client alice.smith created new project 'Q4-Analytics',user_action,regex,53
Profile updated: user 12345 changed email to test@unknown.com,user_action,llm,61
Account locked: 2500 failed login attempts for manager.ops,user_action,bert,58
User admin logged in from IP {ip},user_action,regex,33
Account locked: 10 failed login attempts for john.doe,user_action,llm,53
Memory usage: 82% of heap (7.1GB/16GB),system_notification,regex,38
Application started successfully on port 8080,system_notification,regex,45
User temp.user logged in from IP 10.0.0.45,user_action,bert,42
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,regex,66
Profile updated: user 12847 changed email to user@invalid-domain,user_action,bert,64
Profile updated: user 67890 changed email to user@invalid-domain,user_action,llm,64
"Cache cleared: 2500 entries removed, 45MB freed",system_notification,regex,47
"API endpoint /v2/orders is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,bert,70
Configuration file report.pdf reloaded successfully,system_notification,bert,51
User session expired after 15 minutes for user admin,user_action,regex,52
Password changed completed for user ID 12345,user_action,regex,44
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,bert,49
File upload failed: report.pdf exceeds 250MB limit,workflow_error,bert,50
ETL pipeline completed: 1250 records processed in 15 minutes,system_notification,regex,60
File upload failed: report.pdf exceeds 100MB limit,workflow_error,llm,50
User session expired after 15 minutes for user temp.user,user_action,bert,56
User admin created new project 'Q1-Financials',user_action,bert,46
API rate limit exceeded for client beta-ltd (1500 requests/minute),workflow_error,llm,66
Status: OK,unclassified,regex,10
API endpoint /v2/orders responding normally (250ms),system_notification,regex,51
File upload completed: backup.zip (512MB) by user john.doe,user_action,regex,58
API rate limit exceeded for client xyz-corp (100 requests/minute),workflow_error,regex,65
Database conn timeout after 15 seconds,workflow_error,bert,38
Memory usage: 60% of heap (6.2GB/16GB),system_notification,llm,38
Config file data.csv reloaded successfully,system_notification,bert,42
API endpoint /metrics responding normally (200ms),system_notification,bert,49
Profile updated: user 12847 changed email to user@invalid-domain,user_action,llm,64
"Method calculateVAT() obsolete since 3.0, use VATService instead",deprecation_warning,llm,64
Client temp.client logged in from IP {ip},user_action,regex,41
User session expired after 45 minutes for user temp.user,user_action,llm,56
"API endpoint /auth/login is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,bert,71
User session expired after {minutes} minutes for user manager.ops,user_action,llm,65
User session expired after 5 minutes for user temp.user,user_action,bert,55
API rate limit exceeded for client alpha-inc (10 requests/minute),workflow_error,bert,65
ETL pipeline completed: 1500 records processed in {minutes} minutes,system_notification,bert,67
Queue processing failed: limit exceeded,workflow_error,llm,39
Profile updated: client 67890 changed email to test@unknown.com,user_action,regex,63
"Method calculateVAT() deprecated since 4.0, use TaxCalculationService instead",deprecation_warning,llm,77
Memory usage: 95% of heap (6.2GB/8GB),system_notification,regex,37
Memory usage: 45% of heap (6.2GB/16GB),system_notification,llm,38
Document shared: backup.zip shared with team-leads@company.com,user_action,bert,62
User session expired after 5 minutes for user temp.user,user_action,regex,55
Document validation failed: missing required field email,workflow_error,bert,56
File upload completed: config.yaml (1024MB) by client manager.ops,user_action,regex,65
Memory usage: 45% of heap (6.2GB/16GB),system_notification,regex,38
Function getUserById() marked deprecated: use UserService.findById(),deprecation_warning,bert,68
File upload completed: config.yaml (45MB) by user temp.user,user_action,regex,59
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,llm,49
Password changed completed successfullyly for user ID 67890,user_action,llm,59
"Database driver postgres-9.x is obsolete, upgrade to 3.0",deprecation_warning,llm,56
File upload completed: backup.zip (45MB) by user john.doe,user_action,llm,57
Configuration file data.csv reloaded successfully,system_notification,bert,49
Scheduled backup completed at 2025-09-14 02:00:00,system_notification,bert,49
File upload completed: quarterly.xlsx (45MB) by user manager.ops,user_action,bert,64
"Cache cleared: 2500 entries removed, 250MB freed",system_notification,bert,48
ETL pipeline completed: 1250 records processed in {minutes} minutes,system_notification,bert,67
"Report format CSV will be discontinued, migrate to Parquet by Q2 2025",deprecation_warning,regex,69
User session expired after {minutes} minutes for user temp.user,user_action,llm,63
File upload was unsuccessful: config.yaml exceeds 512MB limit,workflow_error,llm,61
Application started completed successfullyly on port 8080,system_notification,llm,57
Multi-factor authentication bypass attempted: security alert,user_action,llm,60
Document validation failed: missing required field customer_id,workflow_error,regex,62
User alice.smith created new project 'Q1-Financials',user_action,bert,52
"Cache cleared: 2500 entries removed, 250MB freed",system_notification,bert,48
File upload completed: report.pdf (1024MB) by client temp.client,user_action,regex,64
Account locked: 2500 failed login attempts for alice.smith,user_action,llm,58
Configuration file backup.zip reloaded successfully,system_notification,regex,51
"API endpoint /v1/clients is deprecated, migrate to /v2/clients by Jan 2025",deprecation_warning,regex,74
"API endpoint /metrics is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,68
"Cache cleared: 10 entries removed, 512MB freed",system_notification,bert,46
Account locked: 50 failed login attempts for temp.user,user_action,regex,54
File upload failed: data.csv exceeds 100MB limit,workflow_error,bert,48
API endpoint /v2/orders responding normally (145ms),system_notification,bert,51
ETL pipeline completed: 20 records processed in {minutes} minutes,system_notification,llm,65
SSL certificate renewed for domain service.domain.net,system_notification,llm,53
Load balancer health check passed - 1500 nodes healthy,system_notification,llm,54
File upload completed: quarterly.xlsx (45MB) by user manager.ops,user_action,llm,64
"Report format XML will be discontinued, migrate to Parquet by Dec 2024",deprecation_warning,bert,70
User alice.smith created new project 'Q4-Analytics',user_action,llm,51
User admin created new project 'Q1-Financials',user_action,llm,46
File upload failed: backup.zip exceeds 45MB limit,workflow_error,bert,49
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,bert,68
File upload completed: report.pdf (100MB) by user admin,user_action,llm,55
Config option 'debug=true' will be removed in version 4.0,deprecation_warning,bert,57
"Cache cleared: 1500 entries removed, 1024MB freed",system_notification,regex,49
"API endpoint /v2/orders is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,70
"Method calculateTax() obsolete since 4.0, use TaxCalculationService instead",deprecation_warning,llm,75
Account locked: 50 failed login attempts for temp.client,user_action,regex,56
Client session expired after {minutes} minutes for client alice.smith,user_action,regex,69
File upload completed: backup.zip (250MB) by user temp.user,user_action,bert,59
Service timeout: authentication unreachable,workflow_error,regex,43
SSL certificate expires in 30 days: auto-renewal scheduled,system_notification,llm,58
Database connection timeout after 30 seconds,workflow_error,bert,44
Legacy auth module will be sunset in Q3 2024,deprecation_warning,bert,44
Task done,unclassified,llm,9
Account locked: 100 was unsuccessful login attempts for manager.ops,user_action,llm,67
"Method calculateTax() obsolete since 3.0, use VATService instead",deprecation_warning,llm,64
Database connection pool initialized with 5 connections,system_notification,bert,55
File upload completed: quarterly.xlsx (1024MB) by user admin,user_action,bert,60
