log_message,target_label,complexity,message_length
File upload completed: report.pdf (512MB) by user manager.ops,user_action,bert,61
Load balancer health check passed - 2500 nodes healthy,system_notification,bert,54
"Cache cleared: 2500 entries removed, 250MB freed",system_notification,bert,48
Account locked: 5 failed login attempts for john.doe,user_action,bert,52
"Support ending for Internet Explorer by Q2 2025, update requirements",deprecation_warning,bert,68
"Report format XML will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,bert,66
File upload completed: quarterly.xlsx (512MB) by user alice.smith,user_action,bert,65
Account locked: 50 failed login attempts for admin,user_action,bert,50
Action completed successfully,unclassified,bert,29
Configuration file quarterly.xlsx reloaded successfully,system_notification,bert,55
File upload completed: backup.zip (1024MB) by user manager.ops,user_action,bert,62
API rate limit exceeded for client beta-ltd (50 requests/minute),workflow_error,bert,64
"Cache cleared: 100 entries removed, 45MB freed",system_notification,bert,46
Database connection timeout after 15 seconds,workflow_error,bert,44
"Cache cleared: 1500 entries removed, 100MB freed",system_notification,bert,48
ETL pipeline completed: 10 records processed in {minutes} minutes,system_notification,bert,65
File upload failed: config.yaml exceeds 1024MB limit,workflow_error,bert,52
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,bert,49
API endpoint /metrics responding normally (200ms),system_notification,bert,49
"Cache cleared: 20 entries removed, 45MB freed",system_notification,bert,45
"Cache cleared: 5 entries removed, 1024MB freed",system_notification,bert,46
Account locked: 1500 failed login attempts for temp.user,user_action,bert,56
"Cache cleared: 1500 entries removed, 250MB freed",system_notification,bert,48
Configuration option 'legacy_mode=true' will be removed in version 3.0,deprecation_warning,bert,70
Memory usage: 45% of heap (7.1GB/8GB),system_notification,bert,37
"Cache cleared: 5 entries removed, 250MB freed",system_notification,bert,45
ETL pipeline completed: 100 records processed in 60 minutes,system_notification,bert,59
Database conn timeout after 30 seconds,workflow_error,bert,38
User session expired after {minutes} minutes for user alice.smith,user_action,bert,65
Task done,unclassified,bert,9
"Cache cleared: 5 entries removed, 45MB freed",system_notification,bert,44
Account locked: 2500 failed login attempts for manager.ops,user_action,bert,58
Document shared: config.yaml shared with finance-team@company.com,user_action,bert,65
Database connection pool initialized with 2500 connections,system_notification,bert,58
User admin logged in from IP {ip},user_action,bert,33
Legacy authentication module will be sunset in Q3 2024,deprecation_warning,bert,54
"Report format XML will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,bert,67
File upload completed: quarterly.xlsx (100MB) by user john.doe,user_action,bert,62
Profile updated: user 67890 changed email to user@invalid-domain,user_action,bert,64
Account locked: 20 failed login attempts for temp.user,user_action,bert,54
User session expired after 15 minutes for user john.doe,user_action,bert,55
ETL pipeline completed: 2500 records processed in {minutes} minutes,system_notification,bert,67
Status: OK,unclassified,bert,10
"Cache cleared: 50 entries removed, 45MB freed",system_notification,bert,45
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,bert,66
Account locked: 2500 failed login attempts for manager.ops,user_action,bert,58
"Cache cleared: 100 entries removed, 100MB freed",system_notification,bert,47
Configuration option 'debug=true' will be removed in version 3.0,deprecation_warning,bert,64
Status: OK,unclassified,bert,10
"Cache cleared: 20 entries removed, 1024MB freed",system_notification,bert,47
File upload completed: backup.zip (100MB) by user john.doe,user_action,bert,58
User preferences updated: push-notifications,user_action,bert,44
File upload failed: report.pdf exceeds 45MB limit,workflow_error,bert,49
File upload completed: report.pdf (100MB) by user john.doe,user_action,bert,58
Configuration option 'debug=true' will be removed in version 3.0,deprecation_warning,bert,64
ETL pipeline completed: 5 records processed in 30 minutes,system_notification,bert,57
"Cache cleared: 50 entries removed, 250MB freed",system_notification,bert,46
User admin logged in from IP 203.0.113.55,user_action,bert,41
Memory usage: 60% of heap (7.1GB/16GB),system_notification,bert,38
Credit card authorization declined: card expired,workflow_error,bert,48
Queue processing failed: limit exceeded,workflow_error,bert,39
File upload failed: backup.zip exceeds 100MB limit,workflow_error,bert,50
"Report format XML will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,bert,67
"API endpoint /auth/login is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,bert,72
File upload completed: quarterly.xlsx (100MB) by user alice.smith,user_action,bert,65
Database connection pool initialized with 5 connections,system_notification,bert,55
ETL pipeline completed: 50 records processed in 45 minutes,system_notification,bert,58
Database conn pool initialized with 2500 conns,system_notification,bert,46
Memory usage: 82% of heap (6.2GB/16GB),system_notification,bert,38
Two-factor authentication enabled for user admin,user_action,bert,48
Memory usage: 45% of heap (6.2GB/16GB),system_notification,bert,38
Configuration file data.csv reloaded successfully,system_notification,bert,49
"Cache cleared: 20 entries removed, 100MB freed",system_notification,bert,46
API rate limit exceeded for client beta-ltd (20 requests/minute),workflow_error,bert,64
Memory usage: 45% of heap (7.1GB/8GB),system_notification,bert,37
"Report format XML will be discontinued, migrate to Parquet by Jan 2025",deprecation_warning,bert,70
Account locked: 1500 failed login attempts for john.doe,user_action,bert,55
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Dec 2024",deprecation_warning,bert,66
File upload completed: config.yaml (45MB) by user admin,user_action,bert,55
API rate limit exceeded for client xyz-corp (50 requests/minute),workflow_error,bert,64
API rate limit exceeded for client xyz-corp (50 requests/minute),workflow_error,bert,64
"Cache cleared: 2500 entries removed, 512MB freed",system_notification,bert,48
Load balancer health check passed - 10 nodes healthy,system_notification,bert,52
API endpoint /metrics responding normally (200ms),system_notification,bert,49
Config option 'legacy_mode=true' will be removed in version 4.0,deprecation_warning,bert,63
Application started successfully on port 8080,system_notification,bert,45
File upload completed: report.pdf (250MB) by user admin,user_action,bert,55
ETL pipeline completed: 50 records processed in 30 minutes,system_notification,bert,58
"Report format XML will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,bert,66
File upload completed: quarterly.xlsx (1024MB) by user admin,user_action,bert,60
User temp.user logged in from IP {ip},user_action,bert,37
File upload completed: backup.zip (1024MB) by user alice.smith,user_action,bert,62
Legacy authentication module will be sunset in Q2 2025,deprecation_warning,bert,54
API endpoint /v1/users responding normally (145ms),system_notification,bert,50
ETL pipeline completed: 50 records processed in 45 minutes,system_notification,bert,58
ETL pipeline completed: 10 records processed in {minutes} minutes,system_notification,bert,65
Memory usage: 60% of heap (4.2GB/16GB),system_notification,bert,38
User preferences updated: push-notifications,user_action,bert,44
"Cache cleared: 100 entries removed, 250MB freed",system_notification,bert,47
"Cache cleared: 2500 entries removed, 45MB freed",system_notification,bert,47
Document shared: data.csv shared with team-leads@company.com,user_action,bert,60
Profile updated: user 12345 changed email to user@invalid-domain,user_action,bert,64
Database connection pool initialized with 1500 connections,system_notification,bert,58
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,bert,66
"Cache cleared: 5 entries removed, 512MB freed",system_notification,bert,45
Memory usage: 60% of heap (6.2GB/16GB),system_notification,bert,38
File upload completed: data.csv (45MB) by user alice.smith,user_action,bert,58
Configuration option 'debug=true' will be removed in version 4.0,deprecation_warning,bert,64
Application started successfully on port 443,system_notification,bert,44
Document shared: backup.zip shared with team-leads@company.com,user_action,bert,62
ETL pipeline completed: 5 records processed in {minutes} minutes,system_notification,bert,64
Document shared: backup.zip shared with finance-team@company.com,user_action,bert,64
File upload completed: quarterly.xlsx (100MB) by user john.doe,user_action,bert,62
Database connection pool initialized with 1500 connections,system_notification,bert,58
"Cache cleared: 1250 entries removed, 250MB freed",system_notification,bert,48
File upload completed: config.yaml (250MB) by user temp.user,user_action,bert,60
API endpoint /v2/orders responding normally (250ms),system_notification,bert,51
ETL pipeline completed: 10 records processed in {minutes} minutes,system_notification,bert,65
Two-factor auth enabled for user john.doe,user_action,bert,41
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,bert,69
"Db driver postgres-9.x is deprecated, upgrade to 3.0",deprecation_warning,bert,52
"Cache cleared: 1250 entries removed, 250MB freed",system_notification,bert,48
User admin created new project 'Q1-Financials',user_action,bert,46
Scheduled backup completed at 2025-09-14 02:00:00,system_notification,bert,49
Application started successfully on port 9090,system_notification,bert,45
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,bert,71
File upload completed: quarterly.xlsx (100MB) by user alice.smith,user_action,bert,65
User alice.smith created new project 'HR-Dashboard',user_action,bert,51
"Cache cleared: 2500 entries removed, 100MB freed",system_notification,bert,48
Database connection pool initialized with 1250 connections,system_notification,bert,58
File upload failed: backup.zip exceeds 45MB limit,workflow_error,bert,49
Account locked: 20 failed login attempts for manager.ops,user_action,bert,56
API endpoint /v2/orders responding normally (250ms),system_notification,bert,51
Configuration file report.pdf reloaded successfully,system_notification,bert,51
File upload completed: quarterly.xlsx (1024MB) by user alice.smith,user_action,bert,66
Profile updated: user 12345 changed email to test@unknown.com,user_action,bert,61
Memory usage: 95% of heap (6.2GB/16GB),system_notification,bert,38
File upload completed: config.yaml (250MB) by user temp.user,user_action,bert,60
Memory usage: 45% of heap (6.2GB/16GB),system_notification,bert,38
ETL pipeline completed: 50 records processed in 5 minutes,system_notification,bert,57
Database connection timeout after 15 seconds,workflow_error,bert,44
File upload completed: config.yaml (45MB) by user john.doe,user_action,bert,58
User temp.user created new project 'HR-Dashboard',user_action,bert,49
App started successfully on port 443,system_notification,bert,36
User manager.ops logged in from IP 192.168.1.100,user_action,bert,48
Legacy auth module will be sunset in Q1 2024,deprecation_warning,bert,44
API endpoint /v2/orders responding normally (120ms),system_notification,bert,51
User temp.user logged in from IP {ip},user_action,bert,37
Memory usage: 75% of heap (7.1GB/16GB),system_notification,bert,38
Data import failed: duplicate record at line 9001,workflow_error,bert,49
"Cache cleared: 20 entries removed, 100MB freed",system_notification,bert,46
Profile updated: user 12847 changed email to test@unknown.com,user_action,bert,61
"Cache cleared: 20 entries removed, 100MB freed",system_notification,bert,46
File upload completed: backup.zip (250MB) by user temp.user,user_action,bert,59
"Cache cleared: 1500 entries removed, 250MB freed",system_notification,bert,48
"Legacy email template system deprecated, use new template engine",deprecation_warning,bert,64
User session expired after 45 minutes for user temp.user,user_action,bert,56
User temp.user logged in from IP 192.168.1.100,user_action,bert,46
"API endpoint /v1/users is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,bert,70
File upload completed: quarterly.xlsx (512MB) by user alice.smith,user_action,bert,65
File upload completed: report.pdf (45MB) by user john.doe,user_action,bert,57
Account locked: 20 failed login attempts for john.doe,user_action,bert,53
"Cache cleared: 10 entries removed, 250MB freed",system_notification,bert,46
Account locked: 10 failed login attempts for alice.smith,user_action,bert,56
Legacy auth module will be sunset in Q1 2025,deprecation_warning,bert,44
File upload completed: quarterly.xlsx (512MB) by user admin,user_action,bert,59
Action completed successfully,unclassified,bert,29
File upload completed: backup.zip (512MB) by user manager.ops,user_action,bert,61
User session expired after 15 minutes for user manager.ops,user_action,bert,58
"API endpoint /metrics is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,bert,68
File upload completed: report.pdf (45MB) by user manager.ops,user_action,bert,60
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,bert,66
"Cache cleared: 20 entries removed, 45MB freed",system_notification,bert,45
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,bert,66
Db connection timeout after 60 seconds,workflow_error,bert,38
User alice.smith created new project 'Q1-Financials',user_action,bert,52
ETL pipeline completed: 50 records processed in 15 minutes,system_notification,bert,58
ETL pipeline completed: 50 records processed in {minutes} minutes,system_notification,bert,65
API endpoint /v2/orders responding normally (120ms),system_notification,regex,51
File upload completed: config.yaml (100MB) by user temp.user,user_action,regex,60
Document shared: data.csv shared with team-leads@company.com,user_action,regex,60
Memory usage: 95% of heap (7.1GB/16GB),system_notification,regex,38
API endpoint /v1/clients responding normally (200ms),system_notification,regex,52
File upload completed: report.pdf (45MB) by user admin,user_action,regex,54
Configuration file report.pdf reloaded successfully,system_notification,regex,51
Account locked: 10 failed login attempts for john.doe,user_action,regex,53
Queue processing unsuccessful: limit exceeded,workflow_error,regex,45
"Database driver mysql-connector-5.x is deprecated, upgrade to 3.0",deprecation_warning,regex,65
Password changed successfully for client ID 67890,user_action,regex,49
Account locked: 100 failed login attempts for alice.smith,user_action,regex,57
"Database driver postgres-9.x is deprecated, upgrade to 3.0",deprecation_warning,regex,58
Memory usage: 82% of heap (7.1GB/16GB),system_notification,regex,38
Account locked: 2500 failed login attempts for alice.smith,user_action,regex,58
Memory usage: 45% of heap (7.1GB/8GB),system_notification,regex,37
File upload completed: report.pdf (45MB) by client manager.ops,user_action,regex,62
Credit card authorization declined: card expired,workflow_error,regex,48
File upload completed: report.pdf (45MB) by client alice.smith,user_action,regex,62
Account locked: 2500 failed login attempts for manager.ops,user_action,regex,58
User session expired after 5 minutes for user alice.smith,user_action,regex,57
Account locked: 20 failed login attempts for temp.client,user_action,regex,56
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,regex,71
Account locked: 50 failed login attempts for admin,user_action,regex,50
User manager.ops logged in from IP 192.168.1.100,user_action,regex,48
Password changed completed for user ID 78934,user_action,regex,44
API rate limit exceeded for client beta-ltd (50 requests/minute),workflow_error,regex,64
User admin created new project 'Q4-Analytics',user_action,regex,45
File upload unsuccessful: report.pdf exceeds 100MB limit,workflow_error,regex,56
"Support ending for Internet Explorer by Q2 2025, update requirements",deprecation_warning,regex,68
File upload completed: data.csv (512MB) by client admin,user_action,regex,55
ETL pipeline completed: 20 records processed in {minutes} minutes,system_notification,regex,65
User session expired after {minutes} minutes for user manager.ops,user_action,regex,65
User temp.user logged in from IP 192.168.1.100,user_action,regex,46
File upload unsuccessful: config.yaml exceeds 250MB limit,workflow_error,regex,57
"API endpoint /v1/users is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,regex,70
Load balancer health check passed - 1250 nodes healthy,system_notification,regex,54
"Method calculateTax() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,regex,77
File upload completed: report.pdf (45MB) by user temp.user,user_action,regex,58
"Report format XML will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,regex,67
File upload completed: report.pdf (45MB) by client admin,user_action,regex,56
User john.doe logged in from IP 203.0.113.55,user_action,regex,44
File upload unsuccessful: data.csv exceeds 250MB limit,workflow_error,regex,54
Account locked: 20 failed login attempts for manager.ops,user_action,regex,56
File upload unsuccessful: config.yaml exceeds 512MB limit,workflow_error,regex,57
File upload unsuccessful: config.yaml exceeds 45MB limit,workflow_error,regex,56
Client admin logged in from IP {ip},user_action,regex,35
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,regex,66
Credit card authorization declined: card expired,workflow_error,regex,48
"Database driver mysql-connector-5.x is deprecated, upgrade to 4.0",deprecation_warning,regex,65
File upload completed: quarterly.xlsx (100MB) by user manager.ops,user_action,regex,65
"Cache cleared: 1250 entries removed, 250MB freed",system_notification,regex,48
Configuration file report.pdf reloaded successfully,system_notification,regex,51
File upload failed: backup.zip exceeds 45MB limit,workflow_error,regex,49
Document shared: backup.zip shared with team-leads@company.com,user_action,regex,62
File upload completed: backup.zip (250MB) by client temp.client,user_action,regex,63
File upload completed: backup.zip (100MB) by user manager.ops,user_action,regex,61
File upload completed: data.csv (512MB) by client manager.ops,user_action,regex,61
Scheduled backup completed at 2025-09-14 14:30:00,system_notification,regex,49
File upload completed: report.pdf (100MB) by user temp.user,user_action,regex,59
User session expired after 45 minutes for user manager.ops,user_action,regex,58
Account locked: 20 unsuccessful login attempts for temp.user,user_action,regex,60
File upload failed: quarterly.xlsx exceeds 1024MB limit,workflow_error,regex,55
Account locked: 5 failed login attempts for john.doe,user_action,regex,52
Memory usage: 95% of heap (6.2GB/8GB),system_notification,regex,37
Account locked: 10 failed login attempts for alice.smith,user_action,regex,56
"Method calculateTax() deprecated since 3.0, use VATService instead",deprecation_warning,regex,66
File upload completed: config.yaml (100MB) by user manager.ops,user_action,regex,62
"API endpoint /v1/users is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,regex,70
Client session expired after 45 minutes for client manager.ops,user_action,regex,62
Memory usage: 95% of heap (4.2GB/8GB),system_notification,regex,37
File upload unsuccessful: backup.zip exceeds 100MB limit,workflow_error,regex,56
Memory usage: 75% of heap (6.2GB/8GB),system_notification,regex,37
File upload failed: config.yaml exceeds 250MB limit,workflow_error,regex,51
File upload completed: backup.zip (250MB) by client temp.client,user_action,regex,63
Application initiated completed on port 8080,system_notification,regex,44
File upload completed: config.yaml (45MB) by user manager.ops,user_action,regex,61
File upload unsuccessful: quarterly.xlsx exceeds 1024MB limit,workflow_error,regex,61
Memory usage: 45% of heap (6.2GB/16GB),system_notification,regex,38
Client session expired after 60 minutes for client admin,user_action,regex,56
File upload completed: data.csv (1024MB) by user admin,user_action,regex,54
Configuration option 'legacy_mode=true' will be removed in version 4.0,deprecation_warning,regex,70
File upload completed: config.yaml (1024MB) by client alice.smith,user_action,regex,65
Account locked: 100 failed login attempts for manager.ops,user_action,regex,57
ETL pipeline completed: 2500 records processed in 60 minutes,system_notification,regex,60
API rate limit exceeded for client beta-ltd (100 requests/minute),workflow_error,regex,65
File upload failed: report.pdf exceeds 100MB limit,workflow_error,regex,50
API rate limit exceeded for client xyz-corp (1250 requests/minute),workflow_error,regex,66
Document shared: report.pdf shared with finance-team@company.com,user_action,regex,64
Client temp.client logged in from IP 203.0.113.55,user_action,regex,49
Document shared: data.csv shared with team-leads@company.com,user_action,regex,60
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,regex,65
"API endpoint /auth/login is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,71
ETL pipeline completed: 5 records processed in 5 minutes,system_notification,regex,56
Client session expired after {minutes} minutes for client manager.ops,user_action,regex,69
File upload completed: config.yaml (1024MB) by user alice.smith,user_action,regex,63
File upload completed: backup.zip (512MB) by client manager.ops,user_action,regex,63
ETL pipeline completed: 20 records processed in 15 minutes,system_notification,regex,58
ETL pipeline completed: 1250 records processed in 15 minutes,system_notification,regex,60
Client temp.client logged in from IP 192.168.1.100,user_action,regex,50
File upload completed: data.csv (100MB) by client temp.client,user_action,regex,61
Database connection pool initialized with 100 connections,system_notification,regex,57
File upload completed: report.pdf (512MB) by user john.doe,user_action,regex,58
Profile updated: client 12847 changed email to test@unknown.com,user_action,regex,63
User temp.user logged in from IP 10.0.0.45,user_action,regex,42
File upload failed: backup.zip exceeds 1024MB limit,workflow_error,regex,51
Client admin created new project 'HR-Dashboard',user_action,regex,47
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,regex,65
Configuration file backup.zip reloaded successfully,system_notification,regex,51
Email delivery failed: invalid recipient address user@invalid-domain,workflow_error,regex,68
SSL certificate renewed for domain payments.org,system_notification,regex,47
User alice.smith logged in from IP 203.0.113.55,user_action,regex,47
"Cache cleared: 100 entries removed, 100MB freed",system_notification,regex,47
"API endpoint /auth/login is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,regex,72
Account locked: 20 failed login attempts for temp.client,user_action,regex,56
Service timeout: payment unreachable,workflow_error,regex,36
"Cache cleared: 20 entries removed, 45MB freed",system_notification,regex,45
Legacy authentication module will be sunset in Q2 2025,deprecation_warning,regex,54
API endpoint /metrics responding normally (120ms),system_notification,regex,49
Payment processing unsuccessful: insufficient funds for order #54321,workflow_error,regex,68
"Report format CSV will be discontinued, migrate to Parquet by Q2 2025",deprecation_warning,regex,69
File upload completed: data.csv (512MB) by client temp.client,user_action,regex,61
File upload completed: config.yaml (45MB) by client temp.client,user_action,regex,63
File upload completed: backup.zip (1024MB) by client alice.smith,user_action,regex,64
File upload completed: config.yaml (250MB) by client admin,user_action,regex,58
User temp.user created new project 'Q1-Financials',user_action,regex,50
User admin created new project 'HR-Dashboard',user_action,regex,45
User session expired after 60 minutes for user admin,user_action,regex,52
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,70
Password changed successfully for user ID 12847,user_action,regex,47
Configuration file backup.zip reloaded successfully,system_notification,regex,51
Load balancer health check passed - 2500 nodes healthy,system_notification,regex,54
Document validation unsuccessful: missing required field customer_id,workflow_error,regex,68
API rate limit exceeded for client xyz-corp (100 requests/minute),workflow_error,regex,65
User session expired after 15 minutes for user admin,user_action,regex,52
Configuration file config.yaml reloaded completed,system_notification,regex,49
Application initiated completed on port 443,system_notification,regex,43
"Support ending for Safari 12 by Q2 2025, update requirements",deprecation_warning,regex,60
Account locked: 1250 failed login attempts for admin,user_action,regex,52
File upload completed: quarterly.xlsx (1024MB) by user admin,user_action,regex,60
ETL pipeline completed: 50 records processed in 5 minutes,system_notification,regex,57
Client manager.ops logged in from IP 203.0.113.55,user_action,regex,49
API endpoint /v2/orders responding normally (250ms),system_notification,regex,51
File upload completed: data.csv (512MB) by user alice.smith,user_action,regex,59
ETL pipeline completed: 100 records processed in 5 minutes,system_notification,regex,58
Memory usage: 60% of heap (7.1GB/16GB),system_notification,regex,38
ETL pipeline completed: 20 records processed in 5 minutes,system_notification,regex,57
File upload completed: quarterly.xlsx (45MB) by user alice.smith,user_action,regex,64
"API endpoint /auth/login is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,71
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,regex,71
File upload completed: data.csv (100MB) by user alice.smith,user_action,regex,59
ETL pipeline completed: 5 records processed in {minutes} minutes,system_notification,regex,64
Account locked: 5 failed login attempts for alice.smith,user_action,regex,55
"Support ending for Safari 12 by Q2 2025, update requirements",deprecation_warning,regex,60
User session expired after 45 minutes for user temp.user,user_action,regex,56
Account locked: 1500 unsuccessful login attempts for temp.user,user_action,regex,62
User session expired after 60 minutes for user alice.smith,user_action,regex,58
File upload completed: config.yaml (45MB) by user temp.user,user_action,regex,59
API rate limit exceeded for client alpha-inc (100 requests/minute),workflow_error,regex,66
SSL certificate renewed for domain payments.org,system_notification,regex,47
API endpoint /auth/login responding normally (250ms),system_notification,regex,52
"API endpoint /metrics is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,68
File upload completed: quarterly.xlsx (512MB) by user manager.ops,user_action,regex,65
Account locked: 1250 failed login attempts for temp.client,user_action,regex,58
File upload failed: report.pdf exceeds 512MB limit,workflow_error,regex,50
File upload completed: report.pdf (100MB) by client temp.client,user_action,regex,63
File upload failed: config.yaml exceeds 512MB limit,workflow_error,regex,51
Memory usage: 95% of heap (4.2GB/16GB),system_notification,regex,38
ETL pipeline completed: 2500 records processed in 30 minutes,system_notification,regex,60
"Database driver mysql-connector-5.x is deprecated, upgrade to 4.0",deprecation_warning,regex,65
Account locked: 1250 failed login attempts for admin,user_action,regex,52
Password changed successfully for user ID 12847,user_action,regex,47
Client temp.client logged in from IP 192.168.1.100,user_action,regex,50
File upload completed: data.csv (512MB) by client john.doe,user_action,regex,58
API rate limit exceeded for client alpha-inc (10 requests/minute),workflow_error,regex,65
"Cache cleared: 1500 entries removed, 1024MB freed",system_notification,regex,49
"Cache cleared: 1250 entries removed, 512MB freed",system_notification,regex,48
Action completed successfully,unclassified,regex,29
File upload unsuccessful: quarterly.xlsx exceeds 45MB limit,workflow_error,regex,59
File upload completed: quarterly.xlsx (250MB) by user alice.smith,user_action,regex,65
User admin logged in from IP {ip},user_action,regex,33
Configuration file quarterly.xlsx reloaded completed,system_notification,regex,52
Client admin logged in from IP 203.0.113.55,user_action,regex,43
File upload completed: data.csv (250MB) by client alice.smith,user_action,regex,61
File upload completed: report.pdf (45MB) by user temp.user,user_action,regex,58
API rate limit exceeded for client xyz-corp (2500 requests/minute),workflow_error,regex,66
File upload completed: quarterly.xlsx (1024MB) by user admin,user_action,regex,60
"Cache cleared: 100 entries removed, 250MB freed",system_notification,regex,47
Client admin logged in from IP 203.0.113.55,user_action,regex,43
Load balancer health check passed - 2500 nodes healthy,system_notification,regex,54
Account locked: 1500 failed login attempts for alice.smith,user_action,regex,58
API rate limit exceeded for client beta-ltd (100 requests/minute),workflow_error,regex,65
Account locked: 5 failed login attempts for john.doe,user_action,regex,52
User session expired after 5 minutes for user temp.user,user_action,regex,55
Account locked: 100 failed login attempts for alice.smith,user_action,regex,57
"API endpoint /metrics is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,68
"API endpoint /auth/login is deprecated, migrate to /v2/clients by Jan 2025",deprecation_warning,regex,74
Account locked: 5 failed login attempts for admin,user_action,regex,49
"Method calculateVAT() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,regex,77
Password changed successfully for user ID 12847,user_action,regex,47
File upload unsuccessful: data.csv exceeds 250MB limit,workflow_error,regex,54
Client session expired after {minutes} minutes for client alice.smith,user_action,regex,69
Password changed successfully for user ID 78934,user_action,regex,47
File upload completed: backup.zip (45MB) by client alice.smith,user_action,regex,62
Client manager.ops created new project 'HR-Dashboard',user_action,regex,53
File upload completed: backup.zip (100MB) by user admin,user_action,regex,55
Account locked: 20 unsuccessful login attempts for alice.smith,user_action,regex,62
File upload failed: report.pdf exceeds 1024MB limit,workflow_error,regex,51
File upload completed: report.pdf (512MB) by user admin,user_action,regex,55
File upload completed: quarterly.xlsx (100MB) by client temp.client,user_action,regex,67
"API endpoint /v1/clients is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,71
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,regex,65
Account locked: 10 unsuccessful login attempts for manager.ops,user_action,regex,62
Account locked: 1250 failed login attempts for john.doe,user_action,regex,55
Client temp.client logged in from IP {ip},user_action,regex,41
File upload completed: quarterly.xlsx (512MB) by user temp.user,user_action,regex,63
Client session expired after {minutes} minutes for client alice.smith,user_action,regex,69
File upload completed: quarterly.xlsx (100MB) by user manager.ops,user_action,regex,65
Client preferences updated: SMS-only,user_action,regex,36
File upload completed: data.csv (512MB) by user alice.smith,user_action,regex,59
File upload completed: report.pdf (45MB) by client manager.ops,user_action,regex,62
User alice.smith logged in from IP 10.0.0.45,user_action,regex,44
Account locked: 2500 unsuccessful login attempts for alice.smith,user_action,regex,64
File upload completed: report.pdf (1024MB) by client john.doe,user_action,regex,61
Account locked: 50 failed login attempts for manager.ops,user_action,regex,56
Legacy authentication module will be sunset in Q2 2025,deprecation_warning,regex,54
User preferences updated: SMS-only,user_action,regex,34
File upload completed: config.yaml (512MB) by user alice.smith,user_action,regex,62
Document validation failed: missing required field address,workflow_error,regex,58
User session expired after 15 minutes for user manager.ops,user_action,regex,58
Legacy authentication module will be sunset in Q4 2024,deprecation_warning,regex,54
Old file storage API deprecated: migrate to new template engine,deprecation_warning,regex,63
File upload failed: config.yaml exceeds 512MB limit,workflow_error,regex,51
Account locked: 100 failed login attempts for temp.user,user_action,regex,55
"Method calculateVAT() deprecated since 4.0, use TaxCalculationService instead",deprecation_warning,regex,77
Client manager.ops logged in from IP 192.168.1.100,user_action,regex,50
Password changed completed for user ID 78934,user_action,regex,44
Password changed successfully for client ID 78934,user_action,regex,49
Document validation failed: missing required field address,workflow_error,regex,58
File upload completed: quarterly.xlsx (45MB) by user alice.smith,user_action,regex,64
File upload completed: report.pdf (512MB) by user temp.user,user_action,regex,59
Memory usage: 75% of heap (6.2GB/8GB),system_notification,regex,37
File upload completed: quarterly.xlsx (250MB) by user alice.smith,user_action,regex,65
Document validation failed: missing required field address,workflow_error,regex,58
Application initiated completed on port 8080,system_notification,regex,44
"API endpoint /v2/orders is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,70
Client alice.smith created new project 'Q4-Analytics',user_action,regex,53
File upload unsuccessful: quarterly.xlsx exceeds 1024MB limit,workflow_error,regex,61
ETL pipeline completed: 50 records processed in 15 minutes,system_notification,regex,58
